N =  50 ;
CostProd = 
[
[	[56.3960674644624, 	41.9462535828202, 	51.8862994684603], 		 [36.8764449755302, 	38.0431658081772, 	34.2157120131018 ]	]
[	[55.0437932567288, 	42.6671155790251, 	48.3471455094311], 		 [33.6600522118237, 	43.3869525850687, 	31.3611577099524 ]	]
[	[55.121318573809, 	39.1484935433419, 	51.9478852770709], 		 [37.2724357912511, 	43.1399520278752, 	28.1209955932443 ]	]
[	[56.2733722828139, 	42.1737084692471, 	46.8780466722599], 		 [34.8532224638632, 	50.3829718917459, 	35.0888996195743 ]	]
[	[54.1155725329095, 	37.3867894455702, 	52.2490221293821], 		 [34.7144856696239, 	44.1456431831208, 	29.2959407139294 ]	]
[	[55.3404297113637, 	44.4491920845625, 	49.209416497632], 		 [38.9515140614985, 	43.8416339910355, 	34.5776809575779 ]	]
[	[55.6582445626151, 	36.8553612778844, 	51.8354556589426], 		 [43.7967556698695, 	46.230246541786, 	20.6088137437223 ]	]
[	[52.4715193438353, 	33.2122547849756, 	50.8227139356321], 		 [35.1150525367459, 	49.4298038974724, 	20.65433414859 ]	]
[	[53.9959519438565, 	34.4390150514425, 	50.2808601032237], 		 [32.3026612262594, 	48.9557550587399, 	31.5693767507406 ]	]
[	[54.1607989392269, 	33.5617947843373, 	55.7953423307366], 		 [31.4069662677385, 	41.0906957933729, 	29.7243235863067 ]	]
[	[56.2096975680446, 	37.7665843889455, 	52.0241204136651], 		 [38.9131004313121, 	41.5310672915295, 	19.9940261262793 ]	]
[	[54.5465258727448, 	43.2396380482814, 	48.5318985006832], 		 [34.4977388523457, 	48.7299735261186, 	21.490273771152 ]	]
[	[55.3938420746146, 	41.7773518583141, 	49.361057491371], 		 [42.0153178342926, 	46.240386706881, 	25.64915268529 ]	]
[	[54.637627977972, 	44.7679972175659, 	46.3181421268762], 		 [26.9919803897399, 	47.7847445451109, 	39.8493413111908 ]	]
[	[55.331418955576, 	41.5420992483433, 	51.4579618294529], 		 [42.4638872303358, 	42.6990917964496, 	25.3992220398903 ]	]
[	[52.9810523133338, 	32.0859894932137, 	53.222794383544], 		 [37.7990209788728, 	47.8003157502269, 	25.4987300007687 ]	]
[	[54.7324883296926, 	35.8943978950843, 	52.3979008756169], 		 [28.9504737948605, 	45.7681286467018, 	27.7605570763624 ]	]
[	[55.9986193797678, 	33.6890339345405, 	52.5460153281718], 		 [47.201144606548, 	41.1585754919467, 	14.4231579286497 ]	]
[	[54.4852371389818, 	38.5169115490895, 	49.2363525575783], 		 [30.3422871306953, 	48.0667995855001, 	32.3650349612242 ]	]
[	[55.822797773753, 	38.9049045568866, 	50.0561892346702], 		 [42.9551908362389, 	49.4075053878542, 	19.5825225055562 ]	]
[	[56.3687999289996, 	44.553479707129, 	46.927566654105], 		 [37.2699076278736, 	46.5364436125765, 	34.3265430478272 ]	]
[	[56.154341067429, 	38.8206891615336, 	50.8204781655161], 		 [37.7623849805744, 	44.6338960533195, 	27.5367310158641 ]	]
[	[53.7751867411739, 	34.8321398184951, 	51.2045513704819], 		 [36.6978809146472, 	47.3691391379887, 	27.3219924043673 ]	]
[	[54.1918495575968, 	42.4278230628809, 	48.217995480284], 		 [32.5982931151698, 	43.486968189554, 	35.2023482104761 ]	]
[	[54.6800127941381, 	39.9096535041333, 	50.398970588382], 		 [38.0283566821611, 	46.8922258291573, 	22.9799880167064 ]	]
[	[53.5433734690821, 	35.5263802771259, 	51.5127362898081], 		 [33.9733067118429, 	46.2182708429696, 	29.408279570051 ]	]
[	[55.6419185388303, 	43.0351473589225, 	48.047175038726], 		 [39.2822073907893, 	46.1243096411376, 	32.5130710591278 ]	]
[	[53.4296987454106, 	44.1333118035977, 	48.6871337330687], 		 [27.1807555381326, 	44.6461279803836, 	35.7921852476538 ]	]
[	[55.342553545191, 	46.2491052559189, 	48.6265495429163], 		 [33.5464907875073, 	39.2189955238178, 	44.6290385561139 ]	]
[	[56.3389548234298, 	39.6752675275874, 	51.1437015837523], 		 [42.3952093674577, 	44.9308326316751, 	25.9084050576678 ]	]
[	[55.3351184857482, 	32.4012744696987, 	51.8010863555262], 		 [40.4199534405849, 	52.0019902641569, 	24.269061259583 ]	]
[	[55.2028170641624, 	42.7713740847959, 	46.8370048916542], 		 [34.6213543198865, 	44.4442884407655, 	36.5773442059331 ]	]
];
