N =  80 ;
CostProd = 
[
[	[55.3919571402104, 	39.0842392153067, 	49.822927673775], 		 [37.4592443140405, 	48.2045912017576, 	32.7279281743557 ]	]
[	[54.3907927452838, 	38.5560371191774, 	52.0499546385671], 		 [35.5803391614507, 	44.033077096348, 	25.9152421335462 ]	]
[	[55.0050181364252, 	31.15786515004, 	53.9798337600518], 		 [41.0429872173149, 	43.8912172849196, 	20 ]	]
[	[53.5683585994098, 	33.3043195967129, 	52.2728877161413], 		 [31.7646543886077, 	41.8863125175697, 	38.6043068368175 ]	]
[	[55.3192808364179, 	36.0506554926739, 	49.7399473850668], 		 [39.4436491675266, 	49.418763859893, 	22.5591077729492 ]	]
[	[55.1336299294968, 	34.3296942906078, 	53.597947750901], 		 [33.8341656224553, 	47.2801021612397, 	27.7725505617817 ]	]
[	[55.323686173865, 	41.6205616855196, 	50.1141507345357], 		 [31.5215181171713, 	43.7644297001307, 	27.2409025184461 ]	]
[	[56.1326826179889, 	39.1477632645448, 	49.4737410661756], 		 [43.7735273387027, 	47.0990974368514, 	20 ]	]
[	[54.2443039326358, 	37.4096461843872, 	50.6705742279223], 		 [29.5321177923176, 	43.323534094248, 	25.9246083182522 ]	]
[	[54.6964105206966, 	42.6209961445046, 	48.5138480768988], 		 [38.2739474051556, 	43.2281595649875, 	37.0409920705978 ]	]
[	[54.737476854212, 	40.1118239106948, 	49.6763775117873], 		 [33.8705399311897, 	48.6791794807539, 	24.5213749683502 ]	]
[	[57.4785408499222, 	44.3930073898381, 	48.2489619401431], 		 [41.2545437334551, 	44.1898493457425, 	25.8331824360604 ]	]
[	[53.6714001084129, 	41.8282725716256, 	47.6596512280489], 		 [25.515125477905, 	44.1485103060925, 	40.7945413846305 ]	]
[	[53.8990640630889, 	41.0004339903475, 	49.3174751574218], 		 [34.7580600005343, 	44.435270016471, 	34.8854800591542 ]	]
[	[53.8096679304745, 	43.3900342766083, 	46.6743328989636], 		 [28.7478076578152, 	51.3055736764306, 	30.2346557256673 ]	]
[	[53.5080901298823, 	44.6402026921453, 	45.4171161597819], 		 [20, 	50.5039704976151, 	45.771912857642 ]	]
[	[54.1387807017863, 	42.7636484836064, 	49.0076498678229], 		 [26.7984625584857, 	45.8543808956078, 	33.2994345113572 ]	]
[	[54.4369320504682, 	36.6595330893372, 	52.4769101901093], 		 [35.6445741360693, 	43.9830658547888, 	23.9254808299077 ]	]
[	[54.2784034351823, 	38.1963796486354, 	50.7412100684663], 		 [30.7042231079367, 	47.6283180473546, 	22.906193779266 ]	]
[	[56.2249168600686, 	39.731867896455, 	47.8637460188476], 		 [37.9481955889323, 	51.6264767576344, 	25.2642353061402 ]	]
[	[54.7548439346648, 	45.3739389483675, 	47.1112922561495], 		 [29.4400665153172, 	45.9787849624723, 	32.2133602572658 ]	]
[	[52.210443308558, 	41.8653245320474, 	48.7242360081993], 		 [27.9363280628489, 	47.0414629111882, 	31.9816217200635 ]	]
[	[55.2127301600375, 	39.6359845495642, 	49.2332804810512], 		 [32.2643497260662, 	42.9961079417016, 	32.8412171857579 ]	]
[	[55.6181466276123, 	34.428957366024, 	52.8749838182967], 		 [46.7163779704563, 	40.8569542351578, 	26.6249711571563 ]	]
[	[55.1431614311353, 	39.3202317429727, 	48.9097859614568], 		 [39.9209414957762, 	47.4305597634829, 	24.5402762605637 ]	]
[	[53.5116828096627, 	41.4842554011289, 	49.5066651728177], 		 [31.2780484814588, 	45.0799635367818, 	35.8301349580006 ]	]
[	[54.5867042166776, 	41.7166212112386, 	47.2080724744447], 		 [32.9779976474746, 	49.1409447346113, 	34.2819541751208 ]	]
[	[56.3694784083348, 	33.1012634303057, 	52.4989649016263], 		 [50.4147835214354, 	49.8391388041566, 	20 ]	]
[	[52.7570280191359, 	35.5902020748803, 	51.7051345830296], 		 [33.2441068609823, 	42.591506205299, 	32.8590760935241 ]	]
[	[55.3300931939608, 	44.2562950258117, 	51.3899907608002], 		 [25.63614747684, 	45.2483350069628, 	27.1403721632738 ]	]
[	[53.8882107949463, 	37.5812948915993, 	49.922391829521], 		 [34.2751627337018, 	45.3035119450546, 	29.9573861554964 ]	]
[	[54.7186857221872, 	48.9166898118204, 	48.2980379686016], 		 [29.3596756213991, 	42.4900471318115, 	38.2364206567313 ]	]
[	[55.4035718668708, 	37.5268420572227, 	51.2296741806234], 		 [29.854486345047, 	40.980702929732, 	38.4467492800702 ]	]
[	[55.6602612839032, 	40.2189185960601, 	51.1094336740867], 		 [29.4865493373177, 	44.1485875336948, 	29.2119674803842 ]	]
[	[54.3126992225579, 	41.0364127208078, 	48.7545341429357], 		 [33.1690355272225, 	48.0947867968242, 	36.3992375351232 ]	]
[	[53.3151645821071, 	41.6989450984386, 	47.4279320370518], 		 [30.2737045279509, 	49.6673769762447, 	30.9309218995491 ]	]
[	[55.4947775016391, 	39.0184601029607, 	51.3139619711022], 		 [33.0172094647123, 	40.0691916465876, 	27.9430052035148 ]	]
[	[54.8603857380016, 	39.6675184253652, 	50.2183301309255], 		 [27.9027196104627, 	43.6505396309398, 	28.1780630981873 ]	]
[	[55.0355070678792, 	34.8721683839542, 	51.3496854929488], 		 [39.9531347694945, 	49.2391879011763, 	20 ]	]
[	[55.7314743123531, 	44.0408143457892, 	47.4598599734795], 		 [37.7570299229805, 	45.3900796671634, 	33.7475840604573 ]	]
[	[54.5936009640026, 	40.6204642551391, 	51.2718123986362], 		 [31.4130092261613, 	40.0363906323176, 	33.7630545179639 ]	]
[	[56.0143001731724, 	41.5578511829251, 	50.3435558662581], 		 [41.4985247247893, 	44.4051114116291, 	22.704319507045 ]	]
[	[56.6288727207409, 	40.1486070548436, 	50.8350820930425], 		 [44.4874509803885, 	42.302294349801, 	22.8702170587078 ]	]
[	[55.0679806901125, 	42.0538774863214, 	52.1069283366721], 		 [33.8590217067595, 	41.8023805912255, 	26.8373360290776 ]	]
[	[53.6964742294445, 	40.3191832758379, 	51.9474685445681], 		 [34.4479974618958, 	44.7100007199495, 	27.5031150875614 ]	]
[	[54.5667703174978, 	43.8415998698407, 	47.3537077277874], 		 [32.104198163897, 	49.3601067027649, 	29.1143069582343 ]	]
[	[56.2067390361943, 	44.130886807495, 	50.1260740294975], 		 [30.8408830653416, 	42.8919651211595, 	31.1981026975144 ]	]
[	[54.1025907857993, 	38.5524250762903, 	50.1123068782843], 		 [36.8716982326599, 	45.4011341678926, 	35.0942118243379 ]	]
[	[55.2065490010304, 	40.0785792359886, 	51.178438743982], 		 [32.1344581187457, 	43.8201005182977, 	31.0255415513776 ]	]
];
