N =  1000 ;
CostProd = 
[
[	[55.7388188417993, 	38.9268509209017, 	50.1286709072056], 		 [41.036716252298, 	44.8569639947717, 	21.3480905537019 ]	]
[	[53.9947800798733, 	34.9167447840263, 	51.4281933251929], 		 [37.9633573555163, 	45.5835875259019, 	26.8364491987133 ]	]
[	[56.2157705678415, 	37.5360170039561, 	53.3729458725171], 		 [35.1211882435015, 	40.5604152831431, 	29.6460929219852 ]	]
[	[54.729810677633, 	34.8447819387269, 	52.6976042191322], 		 [31.2475853765848, 	44.4069062567886, 	24.5005526341197 ]	]
[	[53.5840842266608, 	39.4219528333953, 	50.4893421603055], 		 [33.5853387581926, 	42.1012137890843, 	34.0824319476696 ]	]
[	[55.4574864419895, 	44.8484409913611, 	49.5401394764521], 		 [31.3986751613328, 	38.8883324828734, 	35.6943308034174 ]	]
[	[55.331204879194, 	39.1249504106597, 	50.5415813488665], 		 [30.5049348492237, 	42.0671058225584, 	34.8678422688799 ]	]
[	[54.5578971928734, 	44.5092586695854, 	48.8604978809007], 		 [27.8476137375214, 	46.6668055444141, 	36.9876813359471 ]	]
[	[56.2319374016498, 	38.6603180078827, 	49.6922368444804], 		 [41.3180560472691, 	47.7834181006841, 	22.5481558917331 ]	]
[	[55.9591838467883, 	40.1131954525977, 	50.34806064782], 		 [35.6452156187565, 	43.7522957536078, 	26.7455837841337 ]	]
[	[54.1334274969897, 	36.7795427744338, 	50.4160197296157], 		 [37.2026332439881, 	44.9291176789649, 	30.16393638935 ]	]
[	[56.0235398587939, 	37.7219768468467, 	51.0386464787107], 		 [37.6974854329925, 	44.2330215828279, 	24.2831355651412 ]	]
[	[55.2812013913971, 	47.4031148031478, 	46.1880907627168], 		 [29.7368333793629, 	44.0423098785916, 	42.3837534186058 ]	]
[	[52.8645967793695, 	38.0916530972987, 	48.4066481530131], 		 [31.9920914003325, 	47.3563965586777, 	38.0803172838499 ]	]
[	[54.8882576924167, 	39.4234150817112, 	49.4479508198301], 		 [41.830370079396, 	44.8431750007861, 	22.2595015702456 ]	]
[	[55.1369931599714, 	39.9278646537449, 	49.0417621667805], 		 [29.4888702650771, 	44.9775313677137, 	39.9261048796574 ]	]
[	[53.1829875182791, 	38.9011241941046, 	49.6471004718926], 		 [28.84769123903, 	46.5249964519098, 	34.155033332995 ]	]
[	[53.1598737648425, 	35.569838715563, 	51.1424605735917], 		 [30.2375204531047, 	45.1956398010992, 	33.1462316413228 ]	]
[	[57.0226006165373, 	45.601112615842, 	45.7254960731963], 		 [37.2938674895949, 	47.1561024833401, 	29.5613771922335 ]	]
[	[55.8394937291085, 	40.42900896071, 	49.9255583548148], 		 [36.6357715096884, 	45.8470408654944, 	31.0210494471571 ]	]
[	[54.297708038418, 	41.2682760023835, 	49.4887426980877], 		 [32.7375366521487, 	44.839766057816, 	31.7692041898415 ]	]
[	[54.6106407946165, 	36.6362942676466, 	50.1632948125258], 		 [30.3314649995699, 	45.4373460697223, 	36.2923944753914 ]	]
[	[54.6796915539301, 	38.2604041942705, 	51.3967011163459], 		 [37.7792500677434, 	44.9478876828626, 	30.9596855467223 ]	]
[	[54.0525652253154, 	43.5894345059013, 	46.4019326127339], 		 [33.9888731485139, 	48.4646912216111, 	35.2238304211046 ]	]
[	[54.3695137543442, 	35.778817432109, 	52.1022996351478], 		 [37.8588303420969, 	47.9603821268825, 	20 ]	]
[	[55.670085864462, 	46.0140891095732, 	47.739229893552], 		 [28.1394409874521, 	45.6337215592987, 	39.9101682408935 ]	]
[	[54.8259621301936, 	46.9270759915241, 	46.5258450183354], 		 [30.5881441254707, 	44.0712017998528, 	35.2430206272586 ]	]
[	[54.7238651578087, 	42.6519578779146, 	50.1110697546663], 		 [28.8359394867072, 	46.6198480315731, 	28.0225543101984 ]	]
[	[55.7753572827535, 	42.8474274824778, 	49.0880362366435], 		 [40.0546640148872, 	46.1165608368905, 	31.7283384186077 ]	]
[	[54.6244551682195, 	38.9662783503921, 	50.6008400609367], 		 [33.7710846325055, 	45.4437367885827, 	28.4885350128038 ]	]
[	[54.496685699471, 	43.911300374165, 	50.6971846722435], 		 [30.4405790187433, 	40.0611479264767, 	36.379205889539 ]	]
[	[54.7203044524202, 	40.7919373591771, 	49.5317346322414], 		 [32.2220871262277, 	45.7014896469152, 	27.2489482946909 ]	]
[	[54.9812618991999, 	38.5075331919023, 	49.9514652684595], 		 [41.4234174567041, 	48.8713138834046, 	25.2577978119075 ]	]
[	[56.5728170739437, 	43.8303043259838, 	49.8241968683111], 		 [37.116927894992, 	45.2905338855179, 	27.4879290114587 ]	]
[	[54.8954974835231, 	30.5761797384547, 	53.2307689061538], 		 [33.2814481722639, 	47.9771045407036, 	26.5009784337442 ]	]
[	[55.8036208627844, 	41.0059314100063, 	50.2536814196017], 		 [33.2594195561229, 	40.6449642619623, 	33.4518212775418 ]	]
[	[54.2760855154093, 	38.1817952513366, 	48.9121578183037], 		 [33.6753081402125, 	44.7127103598751, 	35.3854508250929 ]	]
[	[54.9599910562767, 	40.8077792873876, 	48.6852830777183], 		 [29.0516460456571, 	43.776039802852, 	39.0361901427347 ]	]
[	[54.3246627755537, 	34.2787033883908, 	52.3525037976629], 		 [39.6397866935349, 	43.4774237289131, 	20 ]	]
[	[54.2706644176438, 	40.0444139222259, 	51.3259320903223], 		 [27.1401718698316, 	44.0191110761679, 	32.0528527143737 ]	]
[	[54.3549261221019, 	38.7837115006462, 	50.5025099959063], 		 [31.1384385318161, 	46.1499575969084, 	34.1367095102439 ]	]
[	[55.8952522728255, 	37.8353173600237, 	51.3373969094862], 		 [32.1787367555344, 	45.2486738704039, 	29.5752226860176 ]	]
[	[56.0000792848208, 	42.0290347985248, 	49.921636383193], 		 [38.6100960525927, 	44.8238593736061, 	26.0443294052441 ]	]
[	[55.7161514480678, 	42.9822641820417, 	49.0712324925417], 		 [31.2698718366344, 	41.3884346749632, 	38.536777148123 ]	]
[	[54.1479813859462, 	36.1236879677201, 	51.1002880874295], 		 [39.4901923967311, 	48.1687345213664, 	24.054038182138 ]	]
[	[51.8811759569324, 	38.7129728681311, 	49.1215855979613], 		 [25.6293693181467, 	50.0337488531826, 	31.1497908029129 ]	]
[	[55.3433399103454, 	35.9369744175129, 	51.0265202575498], 		 [37.0521776409695, 	46.0988370777878, 	22.0820931323981 ]	]
[	[56.3070173317569, 	47.1595769834963, 	48.0517921664251], 		 [38.0053652797271, 	42.5306985269719, 	33.1530253106665 ]	]
[	[54.5184375071221, 	39.5688437054493, 	50.8007621098613], 		 [33.036494269489, 	49.6861296341776, 	20 ]	]
[	[55.7545203118974, 	46.4535691314057, 	47.2390155018299], 		 [32.0766248354151, 	44.1626153695478, 	34.2898457486518 ]	]
[	[55.3825916293948, 	43.0693378660596, 	48.1004495582718], 		 [33.796943124725, 	48.2771626049825, 	25.9166666525864 ]	]
[	[56.37161317293, 	39.7547479389008, 	50.9170434882147], 		 [35.4619783517215, 	46.317857810058, 	23.5276242330798 ]	]
[	[53.8752177422409, 	42.2928026231693, 	47.3245145834491], 		 [39.2464778005593, 	46.3341010835968, 	31.1132392142892 ]	]
[	[55.9532752859018, 	42.1451615543174, 	50.4477957284124], 		 [38.5897508049555, 	43.4406891411565, 	33.0851582309717 ]	]
[	[54.7270477328707, 	44.1421223023367, 	49.2712890320624], 		 [36.9053650415901, 	42.1471622376703, 	30.1390406426479 ]	]
[	[56.6603598065604, 	42.485532442062, 	49.2700063672131], 		 [33.1645417831447, 	43.3796274828662, 	29.6312428581729 ]	]
[	[54.3894724092431, 	40.8545688701252, 	49.9595828783888], 		 [30.2209102258342, 	45.5690790429771, 	35.0123542766572 ]	]
[	[54.7167142234835, 	39.9922755724835, 	51.532977596234], 		 [35.6929904448633, 	43.1665423059401, 	21.2333270599515 ]	]
[	[54.9056356595605, 	36.4705983979497, 	51.4560629007721], 		 [45.8949249258822, 	44.7819687160573, 	21.8231893801909 ]	]
[	[54.0151707752862, 	36.6456776494443, 	51.5437841898489], 		 [36.9015232309626, 	42.5910798956597, 	34.7985381014409 ]	]
[	[53.2875861757374, 	36.347131041831, 	50.1037726305999], 		 [33.4105250860212, 	51.0428017399695, 	23.2581423426129 ]	]
[	[56.7836764255797, 	42.5929299075439, 	47.9817086863902], 		 [39.9670951351032, 	44.6871058105541, 	27.4635691092551 ]	]
[	[54.4819440429463, 	42.1201578262622, 	48.8542651289358], 		 [33.6239268040051, 	46.7377007494275, 	26.992370775072 ]	]
[	[55.9790476019789, 	45.7043926441948, 	49.0758576533703], 		 [32.2937177830469, 	42.6272924547051, 	42.4227196745216 ]	]
[	[54.2052712293684, 	36.3464087372862, 	49.8784277857967], 		 [32.8288114275591, 	42.6923348490703, 	43.5115760084936 ]	]
[	[53.3678418844441, 	35.9254553688769, 	51.6353753573011], 		 [37.9171150967887, 	45.7531298314655, 	30.6366266046247 ]	]
[	[54.6001155853151, 	38.587620351257, 	50.7495355549946], 		 [36.4451789186971, 	46.7768992885188, 	24.965363827766 ]	]
[	[54.3344612292578, 	38.5869461695098, 	47.9737678437609], 		 [32.4076150963085, 	50.2126605282221, 	28.607833134945 ]	]
[	[55.2430206879924, 	37.7875506914766, 	51.543690110177], 		 [35.032946954395, 	45.4327144688883, 	23.4166129767071 ]	]
[	[54.1308093787761, 	36.114160939089, 	50.1829911627794], 		 [36.490590686384, 	45.1545794695617, 	25.474484879018 ]	]
[	[55.8812901454681, 	42.1466293640253, 	49.1847154297207], 		 [33.7666863978992, 	46.0507828419994, 	35.3025615331689 ]	]
[	[55.752156568068, 	41.9583764289354, 	51.3941067108084], 		 [38.13874913319, 	36.0942752083075, 	33.9047522986857 ]	]
[	[53.3676828677229, 	38.7161830389194, 	48.0953227941776], 		 [32.6946821521578, 	49.9996769931356, 	31.8068238071609 ]	]
[	[56.6881362486744, 	40.0119753364416, 	48.2307992687849], 		 [45.2300060414976, 	45.126010363673, 	33.4384740586065 ]	]
[	[55.252528089968, 	35.0531799273271, 	53.0081691108314], 		 [36.8533215114141, 	47.8703725966366, 	28.1061337222406 ]	]
[	[53.2805476592767, 	34.5324608918905, 	51.8824623214478], 		 [30.5092886581633, 	47.2474111133335, 	27.7095081343343 ]	]
[	[54.8213815843367, 	43.1511718342082, 	50.763384936604], 		 [30.4490852210551, 	39.9951374962302, 	40.8699086932927 ]	]
[	[56.4671353947102, 	39.6939580460495, 	53.4429141999881], 		 [30.3069612798314, 	40.0547535335107, 	30.7377544280913 ]	]
[	[53.1614674538007, 	36.9449129791253, 	49.5279205842668], 		 [32.1456621533126, 	44.6090664603483, 	33.5480725738892 ]	]
[	[56.5171656954613, 	39.0138649193177, 	50.7118301856446], 		 [39.0214185809758, 	43.1774665278932, 	26.6497310833648 ]	]
[	[53.2127918113541, 	39.5661183561783, 	47.7717312407428], 		 [35.5222054679383, 	49.4505174888181, 	24.8370246030946 ]	]
[	[55.7916375949585, 	39.6903213175925, 	48.7488851726247], 		 [40.877309785783, 	49.8615699792343, 	20 ]	]
[	[55.0806939152517, 	37.0769413190248, 	48.3608869107996], 		 [31.6094014914998, 	51.5573904080167, 	28.0704846952234 ]	]
[	[54.80260880284, 	39.3034902878304, 	49.9036666587853], 		 [34.3168484946116, 	41.1668107589008, 	34.7432187362018 ]	]
[	[56.5683958085471, 	35.5282791908984, 	51.4902673908771], 		 [43.1377629798295, 	43.0350174165415, 	24.9497248134365 ]	]
[	[54.7990634398455, 	32.1251685189747, 	52.7712051899305], 		 [29.2813142576262, 	47.9639927819553, 	27.5806564640176 ]	]
[	[55.7596486390833, 	38.9461037202748, 	49.2972451592298], 		 [40.0126183160183, 	48.9740664324514, 	23.6820440325903 ]	]
[	[53.2604211228791, 	41.7274553598311, 	50.9812023896859], 		 [32.2208859457597, 	44.4982849265144, 	28.6672727292002 ]	]
[	[53.9965698219538, 	44.7005179799457, 	47.3402233105696], 		 [33.9506183925618, 	41.7593855229456, 	38.0786682366114 ]	]
[	[52.7710408301722, 	34.8401113319802, 	50.5743401519502], 		 [28.7935284517142, 	46.8237009372318, 	34.724206635264 ]	]
[	[55.7578339085851, 	40.0361084630215, 	50.75831966635], 		 [41.7039606986978, 	39.740194222092, 	28.2284383515761 ]	]
[	[54.2321094674174, 	40.3564819969684, 	49.3292133732254], 		 [24.7768824759246, 	44.8108045956232, 	33.7754502222358 ]	]
[	[54.3087532739381, 	43.6472016279559, 	48.0767903983775], 		 [38.120020441042, 	45.351619669283, 	31.8830183383826 ]	]
[	[55.5974947738945, 	34.0598992930916, 	52.058305443185], 		 [40.427425130457, 	46.3674580850409, 	22.6905877052726 ]	]
[	[55.8462437386073, 	53.7875439643046, 	44.5309020357286], 		 [26.5067818658611, 	42.4620913814386, 	46.0339084735131 ]	]
[	[54.9682783599518, 	40.2758669221323, 	50.3506460936148], 		 [38.5169603444297, 	44.8233881131893, 	31.9875552353461 ]	]
[	[56.4981248533532, 	45.0295603204819, 	50.0067929529152], 		 [37.1276343960017, 	43.0532445579422, 	25.5969852973527 ]	]
[	[55.9313125879664, 	48.4210323738829, 	47.1920816515936], 		 [28.8321564300113, 	44.1328898094537, 	38.4728287210945 ]	]
[	[55.0827232169386, 	43.9109363498754, 	49.978103885547], 		 [30.7714084463412, 	42.5137707429583, 	34.0590936253062 ]	]
[	[53.8760176560654, 	38.9169681340369, 	49.4791728983533], 		 [29.515881089627, 	45.3206692116953, 	31.8240287009105 ]	]
[	[56.1060273750121, 	41.4629951907012, 	48.2892262441155], 		 [41.0504670455045, 	45.8250191341345, 	30.1566117454815 ]	]
[	[52.1907463786492, 	32.3979053548178, 	51.7192910673841], 		 [33.5162928333975, 	48.7726438033541, 	30.336192935897 ]	]
[	[56.0948179440381, 	48.0175555948221, 	47.7081899692938], 		 [33.9164681590602, 	41.1405064683995, 	36.4742046014266 ]	]
[	[55.8944916664916, 	34.0428045711545, 	51.1861823641229], 		 [41.9487771180178, 	47.5386244448289, 	21.8352300047012 ]	]
[	[55.1384720065924, 	46.3030403274996, 	49.4172898180592], 		 [33.2434079744869, 	40.883155087363, 	44.0707904820594 ]	]
[	[53.4124286634723, 	39.1883293349904, 	48.6634018637135], 		 [30.8919324754789, 	48.1509708204678, 	37.1460085057228 ]	]
[	[55.4444208876727, 	30.5189551579264, 	52.7486313358051], 		 [38.7221305964156, 	46.0209568635614, 	31.4318475128937 ]	]
[	[54.8671735559054, 	42.1399247641601, 	50.1147249101865], 		 [26.9785068495663, 	41.6257392081485, 	36.0399647328547 ]	]
[	[57.0891252818408, 	38.8873491098763, 	53.2145440488385], 		 [35.8397180602629, 	41.0121763717021, 	33.1167586667112 ]	]
[	[55.2992443517135, 	39.4605981722262, 	50.9223566165439], 		 [35.3062760981688, 	44.3535328095698, 	30.6414695275497 ]	]
[	[56.1265314777595, 	46.3297824308295, 	50.0047768047703], 		 [27.8650909473522, 	42.566214013525, 	31.1006959907191 ]	]
[	[54.2792113550462, 	32.9051104090754, 	52.5818173434115], 		 [40.2863205433897, 	47.3413771945794, 	26.8468630414714 ]	]
[	[54.8128928550643, 	40.3967045353012, 	49.3509986456206], 		 [33.975627477177, 	48.7029020789028, 	23.3093458055858 ]	]
[	[53.0840622760445, 	37.4758393486155, 	49.3992939301154], 		 [30.1511475945082, 	48.4463059785064, 	31.7208109783329 ]	]
[	[55.33890868973, 	42.0082935811892, 	49.6032807521065], 		 [40.0583048047045, 	41.7770560868403, 	32.7680321748483 ]	]
[	[55.6864069721462, 	37.0032323023113, 	51.6873335320528], 		 [32.9624996845216, 	44.5291839108918, 	26.0264876879506 ]	]
[	[55.2789227031331, 	42.1633684200699, 	49.5888908795463], 		 [34.2146462477046, 	45.7257972859265, 	30.7903136736034 ]	]
[	[54.9637316957122, 	47.7132420757403, 	46.0797022180896], 		 [36.0961747779248, 	45.7532510496852, 	30.8805417972144 ]	]
[	[56.1119591197207, 	41.1835722791859, 	51.3779693808872], 		 [37.8805129375116, 	43.2975318419572, 	25.5080649212137 ]	]
[	[54.3810062718264, 	37.1686025671994, 	51.4039475104377], 		 [33.0802017074228, 	45.967827242815, 	29.9026979114514 ]	]
[	[55.4048834660352, 	39.2555974638591, 	51.270901027559], 		 [41.1964942952925, 	41.8348916853353, 	29.0558523228933 ]	]
[	[56.7717538334164, 	43.368111303439, 	49.2300461635778], 		 [41.2417809087454, 	41.9420755829982, 	27.8323696789198 ]	]
[	[54.6044249466178, 	38.2397298620983, 	50.3030491256897], 		 [39.4484983322499, 	47.1290735272068, 	20 ]	]
[	[55.5367626823468, 	39.7059869636407, 	51.8499647973028], 		 [37.2442061761363, 	40.8755205562939, 	26.351119511096 ]	]
[	[55.0245580503753, 	46.9495996092053, 	47.9655702155264], 		 [25.4222552423201, 	43.7974545102681, 	36.1752786771388 ]	]
[	[54.9245765832186, 	44.3637658792611, 	46.8439041704172], 		 [37.6461424496294, 	49.2320460335668, 	23.6290407866861 ]	]
[	[55.2639509965985, 	37.8715371044486, 	50.785750280229], 		 [40.8775365879765, 	43.8405824119007, 	23.0871173158717 ]	]
[	[55.1752964941491, 	38.8609786083676, 	51.6055802108632], 		 [40.3627576471521, 	42.3992331142431, 	23.8200164478499 ]	]
[	[54.7018018034631, 	39.5929327472797, 	47.7601484866396], 		 [30.3668199202856, 	46.6548408096759, 	40.6962051695347 ]	]
[	[55.8417896648162, 	37.3510781808375, 	53.4027587758746], 		 [38.9823945390427, 	44.4931475013737, 	20 ]	]
[	[54.6142852018307, 	37.2372822940153, 	50.8620502541809], 		 [33.8583648076669, 	46.154807600107, 	26.8408421280383 ]	]
[	[56.7434103476932, 	49.6782322106095, 	48.2231986799444], 		 [35.1758123227544, 	40.6122783214146, 	36.2856961417079 ]	]
[	[55.3826096949083, 	43.4489350857839, 	51.3810354647991], 		 [20, 	37.5577306081055, 	43.8268478385016 ]	]
[	[55.2037578153166, 	41.0651295193289, 	50.3245263837401], 		 [41.689390214207, 	47.8875790999112, 	27.4495622000689 ]	]
[	[54.3882209478236, 	41.230840206401, 	49.7729599414493], 		 [33.2196162668917, 	46.5206230891021, 	27.6867049631872 ]	]
[	[56.2749277708346, 	44.5516766108614, 	48.3610438426318], 		 [38.2117060402724, 	44.843118252974, 	28.2841428209502 ]	]
[	[56.6804542196795, 	37.363538809389, 	53.7754647745305], 		 [38.7140581447163, 	41.8192176415235, 	23.1851215137822 ]	]
[	[54.4790485328702, 	41.4597736033148, 	48.9076796105006], 		 [29.6785878663288, 	48.3297232781776, 	36.5840975318269 ]	]
[	[55.4260960996189, 	42.887818509168, 	48.4582907195011], 		 [31.4061210672224, 	47.8831901384467, 	36.4523008958918 ]	]
[	[55.778118505632, 	40.1866095696591, 	48.2323041301507], 		 [44.4256869364567, 	49.6437649764781, 	25.2550449335411 ]	]
[	[55.6414569079025, 	41.5357577329869, 	49.9691631387373], 		 [34.804523576647, 	42.6622832652157, 	23.5533697940453 ]	]
[	[54.1054996907606, 	39.2193794211654, 	49.7353864945357], 		 [38.1300647711833, 	45.7757974040351, 	26.5622364069362 ]	]
[	[54.1563737555766, 	38.750211920151, 	49.9414538051101], 		 [27.1896834709633, 	49.4859943409583, 	31.3323108448403 ]	]
[	[54.33310614928, 	43.8274556906118, 	46.6454279684055], 		 [33.3023782561804, 	48.0375808463301, 	31.6931375696987 ]	]
[	[55.3777966310449, 	35.6070469910898, 	52.8507366646688], 		 [41.5773599788189, 	44.2940177491934, 	22.2613086150825 ]	]
[	[54.9450053183577, 	39.4212946450843, 	49.4677635893035], 		 [37.2346352363204, 	44.5122186861056, 	24.6344815654729 ]	]
[	[54.5673094078539, 	34.6463697111716, 	51.7729011962206], 		 [33.9800880622373, 	45.486158804737, 	22.749982765241 ]	]
[	[56.1196149323246, 	44.5770486334595, 	48.3240804496066], 		 [35.4250192817248, 	46.355771570325, 	32.4268078934882 ]	]
[	[54.5739861491126, 	38.3852061731545, 	51.0293180632492], 		 [38.3857293238399, 	43.0573483776386, 	36.8721300184142 ]	]
[	[55.1143531771906, 	43.0444436628991, 	48.0110670886492], 		 [42.0918884515581, 	48.3146925392176, 	33.9860501198923 ]	]
[	[54.546166934991, 	39.1747184475348, 	51.1644647298407], 		 [32.1452030276366, 	45.3880931981306, 	33.4809204367704 ]	]
[	[53.7802386845194, 	38.3456222761603, 	49.8368538893599], 		 [22.8303557977609, 	44.4895393683819, 	39.7031057221689 ]	]
[	[55.476939049809, 	43.4277532209461, 	49.8474134276431], 		 [27.7043944581402, 	43.2591113118358, 	35.8357939202117 ]	]
[	[54.1895306044136, 	39.6333518937184, 	50.2058068974107], 		 [30.3722339424369, 	49.0846434218125, 	24.5249607451524 ]	]
[	[54.3331903845648, 	31.5483753494966, 	53.1662107020338], 		 [36.0341005153756, 	50.9774842374587, 	20.9088908695283 ]	]
[	[56.1428512779043, 	43.8793716338181, 	47.1721258657941], 		 [31.5725168616157, 	46.7486881584028, 	37.7748860481789 ]	]
[	[56.0634711875811, 	36.1917608390897, 	50.9903547335258], 		 [31.1276086846773, 	48.4998801972271, 	23.2858882940458 ]	]
[	[55.771252434778, 	39.5205785545634, 	48.8087916380778], 		 [36.2388989483636, 	49.8905162846764, 	29.2401979221159 ]	]
[	[56.0335892715184, 	37.3713002753485, 	51.0403994106392], 		 [38.4184844108414, 	46.9129437779798, 	20 ]	]
[	[54.9076410660203, 	36.3169077607307, 	51.3456174938681], 		 [37.3615133544528, 	45.7736815696282, 	27.7269297744492 ]	]
[	[54.9755888826554, 	36.6662541285692, 	50.7331743731592], 		 [37.8114652639453, 	46.1772823785753, 	26.4102035339764 ]	]
[	[53.7444207464032, 	34.0088425663944, 	49.6709881365619], 		 [31.9682149382655, 	47.1886053133017, 	31.4871953788961 ]	]
[	[53.7175979883344, 	38.4072980242928, 	53.2385649390334], 		 [31.6197675882326, 	41.3542231616424, 	25.9365763118345 ]	]
[	[54.8268570258833, 	45.1634582000417, 	49.1331045406982], 		 [32.407422068061, 	42.5747956878293, 	31.9553208505043 ]	]
[	[54.2903540237569, 	37.3599389827977, 	50.7364221907694], 		 [37.4910083549502, 	48.6191158667348, 	21.8882314467939 ]	]
[	[55.6321656123145, 	42.1003011564496, 	51.0742890521608], 		 [31.9463887896199, 	41.0373986895333, 	36.7360683994718 ]	]
[	[54.039242093713, 	38.2878064240665, 	49.2302933771659], 		 [35.6875191820124, 	44.6283279275885, 	34.5147440930345 ]	]
[	[54.7498974679241, 	42.5953169108724, 	50.3297671991314], 		 [31.5974521605246, 	42.0503523779022, 	32.3306043174827 ]	]
[	[53.185178918802, 	37.9046517476914, 	50.040706134436], 		 [28.4475691734018, 	50.0784409365913, 	33.9879556183855 ]	]
[	[54.7658117858773, 	30.2906442688904, 	52.8036743372301], 		 [42.791924658721, 	52.0630119957338, 	20 ]	]
[	[55.1147229992384, 	41.3874076226984, 	49.1853020657402], 		 [35.6239253298591, 	45.3318769933277, 	30.1782466612607 ]	]
[	[56.1329788255067, 	38.5930853710393, 	50.6455103961325], 		 [37.2220323866523, 	44.9356573949076, 	34.1377980395125 ]	]
[	[55.0211152272121, 	44.1625154518043, 	50.9027623517292], 		 [33.3787406625319, 	34.6837363418187, 	36.6822196876673 ]	]
[	[53.9501419594312, 	40.7564440037138, 	49.0804177874306], 		 [30.3007527416441, 	44.9211235665839, 	35.0178338272697 ]	]
[	[56.0067467850077, 	41.4965297711618, 	49.6595616477258], 		 [40.3162286437802, 	43.6993120478811, 	23.9931087344725 ]	]
[	[56.0023933850701, 	41.8749893511663, 	48.9051673084643], 		 [38.5710126299053, 	45.7725128018117, 	34.6898618312714 ]	]
[	[52.8188161942798, 	41.0108919790998, 	47.1242601489012], 		 [29.6257276849476, 	49.7607668150678, 	29.178885389022 ]	]
[	[55.2678395614169, 	45.1205280588856, 	50.6429730871589], 		 [26.698880814759, 	39.0662734300937, 	36.4848351703557 ]	]
